Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,TotalTimeAwake,WeightKg,WeightPounds,Fat,BMI,IsManualReport
User1,2016-04-12,13162,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25,13,328,728,1985,1.0,327.0,346.0,19.0,,,,,
User1,2016-04-13,10735,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.6899999976158139,4.71000003814697,0.0,21,19,217,776,1797,2.0,384.0,407.0,23.0,,,,,
User1,2016-04-14,10460,6.7399997711181605,6.7399997711181605,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30,11,181,1218,1776,,,,,,,,,
User1,2016-04-15,9762,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29,34,209,726,1745,1.0,412.0,442.0,30.0,,,,,
User1,2016-04-16,12669,8.159999847412111,8.159999847412111,0.0,2.7100000381469704,0.40999999642372104,5.03999996185303,0.0,36,10,221,773,1863,2.0,340.0,367.0,27.0,,,,,
User1,2016-04-17,9705,6.48000001907349,6.48000001907349,0.0,3.1900000572204603,0.779999971389771,2.50999999046326,0.0,38,20,164,539,1728,1.0,700.0,712.0,12.0,,,,,
User1,2016-04-18,13019,8.590000152587889,8.590000152587889,0.0,3.25,0.639999985694885,4.71000003814697,0.0,42,16,233,1149,1921,,,,,,,,,
User1,2016-04-19,15506,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,0.0,50,31,264,775,2035,1.0,304.0,320.0,16.0,,,,,
User1,2016-04-20,10544,6.67999982833862,6.67999982833862,0.0,1.96000003814697,0.479999989271164,4.23999977111816,0.0,28,12,205,818,1786,1.0,360.0,377.0,17.0,,,,,
User1,2016-04-21,9819,6.34000015258789,6.34000015258789,0.0,1.3400000333786,0.349999994039536,4.65000009536743,0.0,19,8,211,838,1775,1.0,325.0,364.0,39.0,,,,,
User1,2016-04-22,12764,8.13000011444092,8.13000011444092,0.0,4.76000022888184,1.12000000476837,2.24000000953674,0.0,66,27,130,1217,1827,,,,,,,,,
User1,2016-04-23,14371,9.03999996185303,9.03999996185303,0.0,2.8099999427795397,0.870000004768372,5.3600001335144,0.0,41,21,262,732,1949,1.0,361.0,384.0,23.0,,,,,
User1,2016-04-24,10039,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39,5,238,709,1788,1.0,430.0,449.0,19.0,,,,,
User1,2016-04-25,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.9400000572204603,0.0,73,14,216,814,2013,1.0,277.0,323.0,46.0,,,,,
User1,2016-04-26,13755,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.9200000166893009,5.53999996185303,0.0,31,23,279,833,1970,1.0,245.0,274.0,29.0,,,,,
User1,2016-04-27,18134,12.210000038147,12.210000038147,0.0,6.400000095367429,0.40999999642372104,5.40999984741211,0.0,78,11,243,1108,2159,,,,,,,,,
User1,2016-04-28,13154,8.52999973297119,8.52999973297119,0.0,3.5399999618530296,1.1599999666214,3.7899999618530296,0.0,48,28,189,782,1898,1.0,366.0,393.0,27.0,,,,,
User1,2016-04-29,11181,7.150000095367429,7.150000095367429,0.0,1.05999994277954,0.5,5.57999992370605,0.0,16,12,243,815,1837,1.0,341.0,354.0,13.0,,,,,
User1,2016-04-30,14673,9.25,9.25,0.0,3.5599999427795397,1.41999995708466,4.269999980926509,0.0,52,34,217,712,1947,1.0,404.0,425.0,21.0,,,,,
User1,2016-05-01,10602,6.80999994277954,6.80999994277954,0.0,2.2899999618530296,1.60000002384186,2.92000007629395,0.0,33,35,246,730,1820,1.0,369.0,396.0,27.0,,,,,
User1,2016-05-02,14727,9.71000003814697,9.71000003814697,0.0,3.2100000381469704,0.569999992847443,5.92000007629395,0.0,41,15,277,798,2004,1.0,277.0,309.0,32.0,52.5999984741211,115.96314654532301,22.0,22.649999618530302,True
User1,2016-05-03,15103,9.65999984741211,9.65999984741211,0.0,3.7300000190734903,1.04999995231628,4.88000011444092,0.0,50,24,254,816,1990,1.0,273.0,296.0,23.0,52.5999984741211,115.96314654532301,,22.649999618530302,True
User1,2016-05-04,11100,7.150000095367429,7.150000095367429,0.0,2.4600000381469704,0.870000004768372,3.8199999332427996,0.0,36,22,203,1179,1819,,,,,,,,,
User1,2016-05-05,14070,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45,24,250,857,1959,1.0,247.0,264.0,17.0,,,,,
User1,2016-05-06,12159,8.02999973297119,8.02999973297119,0.0,1.9700000286102302,0.25,5.80999994277954,0.0,24,6,289,754,1896,1.0,334.0,367.0,33.0,,,,,
User1,2016-05-07,11992,7.71000003814697,7.71000003814697,0.0,2.4600000381469704,2.11999988555908,3.1300001144409197,0.0,37,46,175,833,1821,1.0,331.0,349.0,18.0,,,,,
User1,2016-05-08,10060,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.7300000190734903,0.0,44,8,203,574,1740,1.0,594.0,611.0,17.0,,,,,
User1,2016-05-09,12022,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.5299999713897711,3.74000000953674,0.0,46,11,206,835,1819,1.0,338.0,342.0,4.0,,,,,
User1,2016-05-10,12207,7.76999998092651,7.76999998092651,0.0,3.3499999046325697,1.1599999666214,3.25999999046326,0.0,46,31,214,746,1859,1.0,383.0,403.0,20.0,,,,,
User1,2016-05-11,12770,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.550000190734861,0.0,36,23,251,669,1783,1.0,285.0,306.0,21.0,,,,,
User1,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,,,,,,,,,
User2,2016-04-12,8163,5.30999994277954,5.30999994277954,0.0,0.0,0.0,5.30999994277954,0.0,0,0,146,1294,1432,,,,,,,,,
User2,2016-04-13,7007,4.550000190734861,4.550000190734861,0.0,0.0,0.0,4.550000190734861,0.0,0,0,148,1292,1411,,,,,,,,,
User2,2016-04-14,9107,5.92000007629395,5.92000007629395,0.0,0.0,0.0,5.90999984741211,0.00999999977648258,0,0,236,1204,1572,,,,,,,,,
User2,2016-04-15,1510,0.980000019073486,0.980000019073486,0.0,0.0,0.0,0.970000028610229,0.0,0,0,96,1344,1344,,,,,,,,,
User2,2016-04-16,5370,3.49000000953674,3.49000000953674,0.0,0.0,0.0,3.49000000953674,0.0,0,0,176,1264,1463,,,,,,,,,
User2,2016-04-17,6175,4.05999994277954,4.05999994277954,0.0,1.02999997138977,1.5199999809265101,1.4900000095367398,0.00999999977648258,15,22,127,1276,1554,,,,,,,,,
User2,2016-04-18,10536,7.40999984741211,7.40999984741211,0.0,2.15000009536743,0.6200000047683721,4.61999988555908,0.00999999977648258,17,7,202,1214,1604,,,,,,,,,
User2,2016-04-19,2916,1.89999997615814,1.89999997615814,0.0,0.0,0.0,1.89999997615814,0.0,0,0,141,1299,1435,,,,,,,,,
User2,2016-04-20,4974,3.2300000190734903,3.2300000190734903,0.0,0.0,0.0,3.2300000190734903,0.0,0,0,151,1289,1446,,,,,,,,,
User2,2016-04-21,6349,4.13000011444092,4.13000011444092,0.0,0.0,0.0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467,,,,,,,,,
User2,2016-04-22,4026,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.5999999046325697,0.0,0,0,199,1241,1470,,,,,,,,,
User2,2016-04-23,8538,5.550000190734861,5.550000190734861,0.0,0.0,0.0,5.53999996185303,0.00999999977648258,0,0,227,1213,1562,,,,,,,,,
User2,2016-04-24,6076,3.95000004768372,3.95000004768372,0.0,1.1499999761581399,0.910000026226044,1.88999998569489,0.0,16,18,185,1221,1617,,,,,,,,,
User2,2016-04-25,6497,4.2199997901916495,4.2199997901916495,0.0,0.0,0.0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492,,,,,,,,,
User2,2016-04-26,2826,1.8400000333786002,1.8400000333786002,0.0,0.0,0.0,1.83000004291534,0.00999999977648258,0,0,140,1300,1402,,,,,,,,,
User2,2016-04-27,8367,5.44000005722046,5.44000005722046,0.0,1.11000001430511,1.87000000476837,2.4600000381469704,0.0,17,36,154,1233,1670,,,,,,,,,
User2,2016-04-28,2759,1.78999996185303,1.78999996185303,0.0,0.0,0.200000002980232,1.60000002384186,0.0,0,5,115,1320,1401,,,,,,,,,
User2,2016-04-29,2390,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,0,0,150,1290,1404,,,,,,,,,
User2,2016-04-30,6474,4.30000019073486,4.30000019073486,0.0,0.8999999761581421,1.27999997138977,2.11999988555908,0.00999999977648258,11,23,224,1182,1655,,,,,,,,,
User2,2016-05-01,36019,28.030000686645497,28.030000686645497,0.0,21.9200000762939,4.19000005722046,1.9099999666213998,0.0199999995529652,186,63,171,1020,2690,,,,,,,,,
User2,2016-05-02,7155,4.92999982833862,4.92999982833862,0.0,0.8600000143051151,0.5899999737739561,3.47000002861023,0.0,7,6,166,1261,1497,,,,,,,,,
User2,2016-05-03,2100,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334,,,,,,,,,
User2,2016-05-04,2193,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.41999995708466,0.0,0,0,118,1322,1368,,,,,,,,,
User2,2016-05-05,2470,1.61000001430511,1.61000001430511,0.0,0.0,0.0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370,,,,,,,,,
User2,2016-05-06,1727,1.12000000476837,1.12000000476837,0.0,0.0,0.0,1.12000000476837,0.00999999977648258,0,0,102,1338,1341,,,,,,,,,
User2,2016-05-07,2104,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,182,1258,1474,,,,,,,,,
User2,2016-05-08,3427,2.2300000190734903,2.2300000190734903,0.0,0.0,0.0,2.22000002861023,0.0,0,0,152,1288,1427,,,,,,,,,
User2,2016-05-09,1732,1.12999999523163,1.12999999523163,0.0,0.0,0.0,1.12999999523163,0.0,0,0,91,1349,1328,,,,,,,,,
User2,2016-05-10,2969,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.00999999977648258,0,0,139,1301,1393,,,,,,,,,
User2,2016-05-11,3134,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0,0,112,1328,1359,,,,,,,,,
User2,2016-05-12,2971,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.00999999977648258,0,0,107,890,1002,,,,,,,,,
User3,2016-04-12,10694,7.76999998092651,7.76999998092651,0.0,0.14000000059604598,2.2999999523162797,5.32999992370605,0.0,2,51,256,1131,3199,,,,,,,,,
User3,2016-04-13,8001,5.82000017166138,5.82000017166138,0.0,2.27999997138977,0.8999999761581421,2.64000010490417,0.0,30,16,135,1259,2902,,,,,,,,,
User3,2016-04-14,11037,8.02000045776367,8.02000045776367,0.0,0.36000001430511497,2.55999994277954,5.09999990463257,0.0,5,58,252,1125,3226,,,,,,,,,
User3,2016-04-15,5263,3.82999992370605,3.82999992370605,0.0,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3,4,170,1263,2750,,,,,,,,,
User3,2016-04-16,15300,11.119999885559098,11.119999885559098,0.0,4.099999904632569,1.87999999523163,5.09000015258789,0.0,51,42,212,1135,3493,,,,,,,,,
User3,2016-04-17,8757,6.369999885559079,6.369999885559079,0.0,2.25,0.569999992847443,3.54999995231628,0.0,29,13,186,1212,3011,,,,,,,,,
User3,2016-04-18,7132,5.19000005722046,5.19000005722046,0.0,1.0700000524520898,1.66999995708466,2.4500000476837203,0.0,15,33,121,1271,2806,,,,,,,,,
User3,2016-04-19,11256,8.18000030517578,8.18000030517578,0.0,0.36000001430511497,2.52999997138977,5.300000190734861,0.0,5,58,278,1099,3300,,,,,,,,,
User3,2016-04-20,2436,1.7699999809265101,1.7699999809265101,0.0,0.0,0.0,1.7599999904632602,0.00999999977648258,0,0,125,1315,2430,,,,,,,,,
User3,2016-04-21,1223,0.8899999856948849,0.8899999856948849,0.0,0.0,0.0,0.879999995231628,0.00999999977648258,0,0,38,1402,2140,,,,,,,,,
User3,2016-04-22,3673,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.66000008583069,0.00999999977648258,0,0,86,1354,2344,,,,,,,,,
User3,2016-04-23,6637,4.82999992370605,4.82999992370605,0.0,0.0,0.5799999833106989,4.25,0.0,0,15,160,1265,2677,,,,,,,,,
User3,2016-04-24,3321,2.41000008583069,2.41000008583069,0.0,0.0,0.0,2.41000008583069,0.0,0,0,89,1351,2413,,,,,,,,,
User3,2016-04-25,3580,2.5999999046325697,2.5999999046325697,0.0,0.5899999737739561,0.0599999986588955,1.95000004768372,0.0,8,1,94,1337,2497,,,,,,,,,
User3,2016-04-26,9919,7.21000003814697,7.21000003814697,0.0,0.8000000119209291,1.7200000286102302,4.69000005722046,0.0,11,41,223,1165,3123,,,,,,,,,
User3,2016-04-27,3032,2.2000000476837203,2.2000000476837203,0.0,0.0,0.0,2.2000000476837203,0.0,0,0,118,1322,2489,,,,,,,,,
User3,2016-04-28,9405,6.84000015258789,6.84000015258789,0.0,0.200000002980232,2.3199999332428,4.30999994277954,0.0,3,53,227,1157,3108,,,,,,,,,
User3,2016-04-29,3176,2.30999994277954,2.30999994277954,0.0,0.0,0.0,2.30999994277954,0.0,0,0,120,1193,2498,1.0,119.0,127.0,8.0,,,,,
User3,2016-04-30,18213,13.2399997711182,13.2399997711182,0.0,0.6299999952316279,3.14000010490417,9.46000003814697,0.0,9,71,402,816,3846,1.0,124.0,142.0,18.0,,,,,
User3,2016-05-01,6132,4.46000003814697,4.46000003814697,0.0,0.239999994635582,0.9900000095367428,3.2300000190734903,0.0,3,24,146,908,2696,,,,,,,,,
User3,2016-05-02,3758,2.7300000190734903,2.7300000190734903,0.0,0.0700000002980232,0.31000000238418607,2.3499999046325697,0.0,1,7,148,682,2580,1.0,796.0,961.0,165.0,,,,,
User3,2016-05-03,12850,9.34000015258789,9.34000015258789,0.0,0.720000028610229,4.09000015258789,4.53999996185303,0.0,10,94,221,1115,3324,,,,,,,,,
User3,2016-05-04,2309,1.67999994754791,1.67999994754791,0.0,0.0,0.0,1.6599999666213998,0.0199999995529652,0,0,52,1388,2222,,,,,,,,,
User3,2016-05-05,4363,3.1900000572204603,3.1900000572204603,0.0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,2463,,,,,,,,,
User3,2016-05-06,9787,7.119999885559079,7.119999885559079,0.0,0.819999992847443,0.270000010728836,6.0100002288818395,0.0199999995529652,11,6,369,1054,3328,,,,,,,,,
User3,2016-05-07,13372,9.72000026702881,9.72000026702881,0.0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,3404,,,,,,,,,
User3,2016-05-08,6724,4.8899998664856,4.8899998664856,0.0,0.0,0.0,4.88000011444092,0.0,0,0,295,991,2987,1.0,137.0,154.0,17.0,,,,,
User3,2016-05-09,6643,4.82999992370605,4.82999992370605,0.0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,3008,,,,,,,,,
User3,2016-05-10,9167,6.65999984741211,6.65999984741211,0.0,0.879999995231628,0.8100000023841859,4.96999979019165,0.00999999977648258,12,19,155,1254,2799,,,,,,,,,
User3,2016-05-11,1329,0.970000028610229,0.970000028610229,0.0,0.0,0.0,0.9499999880790709,0.00999999977648258,0,0,49,713,1276,,,,,,,,,
User4,2016-04-12,6697,4.42999982833862,4.42999982833862,0.0,0.0,0.0,4.42999982833862,0.0,0,0,339,1101,2030,,,,,,,,,
User4,2016-04-13,4929,3.25999999046326,3.25999999046326,0.0,0.0,0.0,3.25999999046326,0.0,0,0,248,1192,1860,,,,,,,,,
User4,2016-04-14,7937,5.25,5.25,0.0,0.0,0.0,5.230000019073491,0.0,0,0,373,843,2130,,,,,,,,,
User4,2016-04-15,3844,2.5399999618530296,2.5399999618530296,0.0,0.0,0.0,2.5399999618530296,0.0,0,0,176,527,1725,1.0,644.0,961.0,317.0,,,,,
User4,2016-04-16,3414,2.25999999046326,2.25999999046326,0.0,0.0,0.0,2.25999999046326,0.0,0,0,147,1293,1657,,,,,,,,,
User4,2016-04-17,4525,2.99000000953674,2.99000000953674,0.0,0.14000000059604598,0.259999990463257,2.58999991416931,0.0,2,8,199,1231,1793,,,,,,,,,
User4,2016-04-18,4597,3.0399999618530296,3.0399999618530296,0.0,0.0,0.479999989271164,2.55999994277954,0.0,0,12,217,1211,1814,,,,,,,,,
User4,2016-04-19,197,0.129999995231628,0.129999995231628,0.0,0.0,0.0,0.129999995231628,0.0,0,0,10,1430,1366,,,,,,,,,
User4,2016-04-20,8,0.00999999977648258,0.00999999977648258,0.0,0.0,0.0,0.00999999977648258,0.0,0,0,1,1439,1349,,,,,,,,,
User4,2016-04-21,8054,5.32000017166138,5.32000017166138,0.0,0.119999997317791,0.519999980926514,4.67999982833862,0.0,2,13,308,1117,2062,,,,,,,,,
User4,2016-04-22,5372,3.54999995231628,3.54999995231628,0.0,0.0,0.0,3.54999995231628,0.0,0,0,220,1220,1827,,,,,,,,,
User4,2016-04-23,3570,2.35999989509583,2.35999989509583,0.0,0.0,0.0,2.35999989509583,0.0,0,0,139,1301,1645,,,,,,,,,
User4,2016-04-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,,,,
User4,2016-04-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,,,,
User4,2016-04-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,,,,,,,,,
User4,2016-04-27,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348,,,,,,,,,
User4,2016-04-28,6907,4.57000017166138,4.57000017166138,0.0,0.0,0.0,4.55999994277954,0.0,0,0,302,1138,1992,,,,,,,,,
User4,2016-04-29,4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856,,,,,,,,,
User4,2016-04-30,4014,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.6500000953674303,0.0,0,0,184,218,1763,1.0,722.0,961.0,239.0,,,,,
User4,2016-05-01,2573,1.70000004768372,1.70000004768372,0.0,0.0,0.259999990463257,1.45000004768372,0.0,0,7,75,585,1541,1.0,590.0,961.0,371.0,,,,,
User4,2016-05-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348,,,,,,,,,
User4,2016-05-03,4059,2.6800000667572,2.6800000667572,0.0,0.0,0.0,2.6800000667572,0.0,0,0,184,1256,1742,,,,,,,,,
User4,2016-05-04,2080,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0,0,87,1353,1549,,,,,,,,,
