,Id,Date,AvgCalories,MinCalories,MaxCalories,SumCalories,AvgIntensity,MinIntensity,MaxIntensity,AvgMETs,MinMETs,MaxMETs,Avgvalue,Minvalue,Maxvalue,AvgSteps,MinSteps,MaxSteps,SumSteps,AvgValue,MinValue,MaxValue,Hour
0,1503960366,2016-04-12,1.6490282853444422,0.786499977111816,4.56169986724854,98.94169712066653,0.48333333333333334,0.0,1.0,20.966666666666665,10.0,58.0,,,,11.266666666666667,0.0,88.0,676.0,,,,10
1,1503960366,2016-04-12,1.0801266352335617,0.786499977111816,2.20219993591309,64.8075981140137,0.15,0.0,1.0,13.733333333333333,10.0,28.0,,,,1.4833333333333334,0.0,18.0,89.0,,,,22
2,1503960366,2016-04-12,1.2662649631500247,0.786499977111816,4.2470998764038095,75.97589778900148,0.2,0.0,1.0,16.1,10.0,54.0,,,,6.0,0.0,78.0,360.0,,,,11
3,1503960366,2016-04-12,1.3580232938130699,0.786499977111816,2.6740999221801802,81.4813976287842,0.35,0.0,1.0,17.266666666666666,10.0,34.0,,,,5.633333333333334,0.0,34.0,338.0,,,,23
4,1503960366,2016-04-12,1.3554016272226972,0.786499977111816,2.8313999176025404,81.32409763336183,0.3333333333333333,0.0,1.0,17.233333333333334,10.0,36.0,,,,6.216666666666667,0.0,41.0,373.0,,,,0
5,1503960366,2016-04-12,1.2138316313425699,0.786499977111816,4.87629985809326,72.8298978805542,0.18333333333333332,0.0,1.0,15.433333333333334,10.0,62.0,,,,4.216666666666667,0.0,93.0,253.0,,,,12
6,1503960366,2016-04-12,1.0093416372934978,0.786499977111816,2.6740999221801802,60.56049823760986,0.13333333333333333,0.0,1.0,12.833333333333334,10.0,34.0,,,,2.6666666666666665,0.0,36.0,160.0,,,,1
7,1503960366,2016-04-12,1.1037216345469156,0.786499977111816,3.77519989013672,66.22329807281494,0.1,0.0,1.0,14.033333333333333,10.0,48.0,,,,3.683333333333333,0.0,69.0,221.0,,,,13
8,1503960366,2016-04-12,0.980503304799398,0.786499977111816,2.8313999176025404,58.830198287963874,0.11666666666666667,0.0,1.0,12.466666666666667,10.0,36.0,1.9230769230769231,1.0,3.0,2.5166666666666666,0.0,39.0,151.0,,,,2
9,1503960366,2016-04-12,1.8338557799657194,0.786499977111816,7.07849979400635,110.03134679794316,0.6,0.0,3.0,23.316666666666666,10.0,90.0,,,,19.433333333333334,0.0,126.0,1166.0,,,,14
10,1503960366,2016-04-12,0.7864999771118163,0.786499977111816,0.786499977111816,47.18999862670898,0.0,0.0,0.0,10.0,10.0,10.0,1.0833333333333333,1.0,3.0,0.0,0.0,0.0,0.0,,,,3
11,1503960366,2016-04-12,2.510245760281881,0.786499977111816,7.07849979400635,150.61474561691284,0.9666666666666667,0.0,3.0,31.916666666666668,10.0,90.0,,,,34.38333333333333,0.0,140.0,2063.0,,,,15
12,1503960366,2016-04-12,0.7917433102925617,0.786499977111816,0.94379997253418,47.504598617553704,0.0,0.0,0.0,10.066666666666666,10.0,12.0,1.0166666666666666,1.0,2.0,0.0,0.0,0.0,0.0,,,,4
13,1503960366,2016-04-12,1.2583999633789062,0.786499977111816,3.9324998855590803,75.50399780273438,0.21666666666666667,0.0,1.0,16.0,10.0,50.0,,,,5.733333333333333,0.0,74.0,344.0,,,,16
14,1503960366,2016-04-12,0.7917433102925617,0.786499977111816,0.94379997253418,47.504598617553704,0.0,0.0,0.0,10.066666666666666,10.0,12.0,1.1,1.0,2.0,0.0,0.0,0.0,0.0,,,,5
15,1503960366,2016-04-12,1.376374959945679,0.786499977111816,4.7189998626709,82.58249759674074,0.26666666666666666,0.0,1.0,17.5,10.0,60.0,,,,8.15,0.0,91.0,489.0,,,,17
16,1503960366,2016-04-12,0.7917433102925617,0.786499977111816,0.94379997253418,47.504598617553704,0.0,0.0,0.0,10.066666666666666,10.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,6
17,1503960366,2016-04-12,2.0658732732137053,0.786499977111816,7.15714979171753,123.95239639282231,0.48333333333333334,0.0,1.0,26.266666666666666,10.0,91.0,,,,23.1,0.0,143.0,1386.0,,,,18
18,1503960366,2016-04-12,0.789121643702189,0.786499977111816,0.94379997253418,47.34729862213134,0.0,0.0,0.0,10.033333333333333,10.0,12.0,1.0166666666666666,1.0,2.0,0.0,0.0,0.0,0.0,,,,7
19,1503960366,2016-04-12,1.7329216162363692,0.94379997253418,3.1459999084472696,103.97529697418216,0.65,0.0,1.0,22.033333333333335,12.0,40.0,,,,9.3,0.0,52.0,558.0,,,,19
20,1503960366,2016-04-12,1.135181633631389,0.786499977111816,2.6740999221801802,68.11089801788333,0.21666666666666667,0.0,1.0,14.433333333333334,10.0,34.0,1.0,1.0,1.0,4.166666666666667,0.0,36.0,250.0,,,,8
21,1503960366,2016-04-12,2.191713269551595,0.786499977111816,6.921199798583981,131.5027961730957,0.6833333333333333,0.0,3.0,27.866666666666667,10.0,88.0,,,,28.883333333333333,0.0,128.0,1733.0,,,,20
22,1503960366,2016-04-12,2.347702431678772,0.786499977111816,7.78634977340698,140.86214590072632,0.5,0.0,1.0,29.85,10.0,99.0,,,,31.066666666666666,0.0,134.0,1864.0,,,,9
23,1503960366,2016-04-12,1.667379951477051,0.786499977111816,5.033599853515629,100.04279708862306,0.5166666666666667,0.0,1.0,21.2,10.0,64.0,,,,11.4,0.0,99.0,684.0,,,,21
24,1503960366,2016-04-13,1.2767516295115153,0.786499977111816,4.2470998764038095,76.60509777069092,0.25,0.0,1.0,16.233333333333334,10.0,54.0,,,,4.916666666666667,0.0,81.0,295.0,,,,10
25,1503960366,2016-04-13,1.2348049640655518,0.786499977111816,5.8200998306274405,74.0882978439331,0.18333333333333332,0.0,1.0,15.7,10.0,74.0,,,,7.283333333333333,0.0,116.0,437.0,,,,22
26,1503960366,2016-04-13,1.3921049594879153,0.786499977111816,4.40439987182617,83.52629756927492,0.26666666666666666,0.0,1.0,17.7,10.0,56.0,,,,8.733333333333333,0.0,84.0,524.0,,,,11
27,1503960366,2016-04-13,2.2546332677205405,0.786499977111816,6.134699821472171,135.27799606323242,0.9333333333333333,0.0,3.0,28.666666666666668,10.0,78.0,,,,29.433333333333334,0.0,123.0,1766.0,,,,23
28,1503960366,2016-04-13,1.1456682999928793,0.786499977111816,2.35949993133545,68.74009799957275,0.23333333333333334,0.0,1.0,14.566666666666666,10.0,30.0,,,,2.4,0.0,21.0,144.0,,,,0
29,1503960366,2016-04-13,1.373753293355306,0.786499977111816,5.19089984893799,82.42519760131836,0.25,0.0,1.0,17.466666666666665,10.0,66.0,,,,8.1,0.0,101.0,486.0,,,,12
30,1503960366,2016-04-13,0.8022299766540526,0.786499977111816,0.94379997253418,48.13379859924316,0.0,0.0,0.0,10.2,10.0,12.0,,,,0.0,0.0,0.0,0.0,,,,1
31,1503960366,2016-04-13,1.2007232983907066,0.786499977111816,5.662799835205081,72.0433979034424,0.16666666666666666,0.0,1.0,15.266666666666667,10.0,72.0,,,,5.033333333333333,0.0,110.0,302.0,,,,13
32,1503960366,2016-04-13,0.7864999771118163,0.786499977111816,0.786499977111816,47.18999862670898,0.0,0.0,0.0,10.0,10.0,10.0,,,,0.0,0.0,0.0,0.0,,,,2
33,1503960366,2016-04-13,2.1274824380874633,0.786499977111816,7.31444978713989,127.6489462852478,0.7666666666666667,0.0,3.0,27.05,10.0,93.0,,,,26.283333333333335,0.0,127.0,1577.0,,,,14
34,1503960366,2016-04-13,0.8782583077748615,0.786499977111816,2.04489994049072,52.695498466491685,0.06666666666666667,0.0,1.0,11.166666666666666,10.0,26.0,1.1730769230769231,1.0,3.0,0.6,0.0,11.0,36.0,,,,3
35,1503960366,2016-04-13,1.3239416281382244,0.786499977111816,4.7189998626709,79.43649768829346,0.21666666666666667,0.0,1.0,16.833333333333332,10.0,60.0,,,,8.216666666666667,0.0,92.0,493.0,,,,15
36,1503960366,2016-04-13,0.789121643702189,0.786499977111816,0.94379997253418,47.34729862213134,0.0,0.0,0.0,10.033333333333333,10.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,4
37,1503960366,2016-04-13,1.1876149654388428,0.786499977111816,3.4605998992919904,71.25689792633057,0.16666666666666666,0.0,1.0,15.1,10.0,44.0,,,,4.983333333333333,0.0,66.0,299.0,,,,16
38,1503960366,2016-04-13,0.789121643702189,0.786499977111816,0.94379997253418,47.34729862213134,0.0,0.0,0.0,10.033333333333333,10.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,5
39,1503960366,2016-04-13,1.4524032910664881,0.786499977111816,5.9773998260498,87.14419746398929,0.38333333333333336,0.0,3.0,18.466666666666665,10.0,76.0,,,,11.583333333333334,0.0,118.0,695.0,,,,17
40,1503960366,2016-04-13,0.7969866434733073,0.786499977111816,0.94379997253418,47.81919860839844,0.0,0.0,0.0,10.133333333333333,10.0,12.0,1.0666666666666667,1.0,2.0,0.0,0.0,0.0,0.0,,,,6
41,1503960366,2016-04-13,1.9714932759602866,0.786499977111816,6.921199798583981,118.28959655761719,0.4166666666666667,0.0,3.0,25.066666666666666,10.0,88.0,,,,22.383333333333333,0.0,126.0,1343.0,,,,18
42,1503960366,2016-04-13,0.980503304799398,0.786499977111816,2.5167999267578103,58.830198287963874,0.13333333333333333,0.0,1.0,12.466666666666667,10.0,32.0,1.2833333333333334,1.0,3.0,2.1,0.0,28.0,126.0,,,,7
43,1503960366,2016-04-13,1.2085882981618248,0.786499977111816,2.9886999130249,72.51529788970949,0.21666666666666667,0.0,1.0,15.366666666666667,10.0,38.0,,,,4.3,0.0,51.0,258.0,,,,19
44,1503960366,2016-04-13,1.1456682999928793,0.786499977111816,2.8313999176025404,68.74009799957275,0.2,0.0,1.0,14.566666666666666,10.0,36.0,1.2380952380952381,1.0,3.0,4.583333333333333,0.0,45.0,275.0,,,,8
45,1503960366,2016-04-13,0.7864999771118163,0.786499977111816,0.786499977111816,47.18999862670898,0.0,0.0,0.0,10.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,20
46,1503960366,2016-04-13,2.2624982833862304,0.786499977111816,8.73015022277832,135.74989700317383,0.45,0.0,1.0,28.766666666666666,10.0,111.0,,,,27.983333333333334,0.0,152.0,1679.0,,,,9
47,1503960366,2016-04-13,0.7969866434733072,0.786499977111816,0.94379997253418,47.81919860839843,0.0,0.0,0.0,10.133333333333333,10.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,21
48,1503960366,2016-04-14,1.8246799468994142,0.786499977111816,6.134699821472171,109.48079681396484,0.38333333333333336,0.0,1.0,23.2,10.0,78.0,,,,18.433333333333334,0.0,121.0,1106.0,,,,10
